AÑO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2015,5,Antioquia,1262800,89.92,89.79,61.07,89.02,74.17,42.61,103.14,79.42,111,110.09,82.19,30.39,61.29,3.82,2.86,2.97,5.55,2.8,89.34,96.94,91.59,83.89,91.56,6.84,0.2,5.44,10.56,5.64,2.83,0.2,2.26,4.55,1.95
2015,8,Atlántico,520783,86.17,85.92,53.52,82.12,74.28,45.61,93.38,81.92,100.78,95.67,76.02,26.27,88,1.39,1.74,1.29,1.57,1,95.19,97.2,95.8,93.48,96.78,3.42,1.06,2.9,4.96,2.22,1.69,1.06,1.38,2.42,1.06
2015,11,"Bogotá, D.C.",1455309,82.2,81.77,59.17,78.94,74.89,50.61,88.45,73.77,89.14,94.6,81.94,27.56,98.87,3.63,3.48,2.72,4.85,3.2,96.29,96.51,97.25,95.02,96.57,0.09,0,0.03,0.12,0.23,9.91,0,6.49,16.02,7.94
2015,13,Bolívar,488886,88.78,88.69,58.5,87.33,71.05,39.34,100.18,98.61,111.11,100.44,73.44,23.02,44.94,3.01,3.16,2.54,3.75,2.69,91.5,96.06,92.85,88.1,92.34,5.49,0.78,4.61,8.15,4.97,1.83,0.78,1.74,2.46,0.92
2015,15,Boyacá,284611,83.62,83.57,63.02,80.65,74.22,48.61,93.37,82.1,92.12,101.3,85.47,25.17,22.96,2.22,1.8,1.39,3.19,2.32,93.27,97.91,95.64,89.72,93.39,4.51,0.29,2.97,7.09,4.29,2.27,0.29,1.46,3.68,2.07
2015,17,Caldas,194108,78.9,78.86,52.47,74.53,69.24,43.55,90.19,68.31,91.54,97.76,82.41,25.44,30.69,3.67,3.66,2.7,5.07,3.1,88.13,95.55,90.65,82.79,90.57,8.2,0.8,6.65,12.14,6.34,2.18,0.8,1.55,3.58,1.65
2015,18,Caquetá,124382,73.14,73.12,43.87,72.82,54.52,23.63,85.42,75.37,99.51,82.51,60.16,22.94,14.77,4.87,4.9,4.11,6.31,4.08,91.65,94.43,92.31,89.47,93.23,3.48,0.67,3.58,4.22,2.69,1.26,0.67,1.02,1.87,1.17
2015,19,Cauca,312453,82.21,82.21,44.7,84.42,63.04,31.28,99.04,80.51,112.85,99.32,74.71,19.12,44.93,2.17,2.12,1.31,3.43,2.46,91.64,96.84,92.86,88.4,92.05,6.19,1.03,5.83,8.17,5.48,1.23,1.03,1.24,1.6,0.68
2015,20,Cesar,260802,95.52,95.39,61.65,92.76,73.88,38.63,109.85,109.95,126.53,104.38,78.46,26.72,39.87,4.38,5.46,3.96,5.1,3.1,90.48,93.32,91.48,87.66,92.31,5.14,1.22,4.57,7.24,4.59,1.08,1.22,1.06,1.32,0.35
2015,23,Córdoba,409982,89.54,89.5,52.58,87.47,72.18,38.97,103.33,94.22,113.14,105.16,78.72,21.09,39.12,2.26,2.83,1.78,2.9,2.05,94.51,96.54,95.55,92.51,94.32,3.23,0.62,2.67,4.59,3.63,1.79,0.62,1.95,2.05,1.1
2015,25,Cundinamarca,576429,90.72,90.47,55.93,86.83,80.91,50.5,100.22,83.58,102.59,108.25,86.49,19.59,32.73,3.27,3.52,2.24,4.62,2.86,93.2,96.05,95.57,89.58,93.84,3.52,0.43,2.19,5.8,3.3,2.14,0.43,1.67,3.26,1.44
2015,27,Chocó,145625,80.48,80.48,51.99,82.2,47.3,20.35,100.91,91.24,126.13,87.89,63.56,18.79,20.15,4.78,4.27,4.36,6.31,3.02,88.35,95.39,87.49,86.28,94.07,6.87,0.34,8.15,7.41,2.91,0.29,0.34,0.3,0.34,0.12
2015,41,Huila,269323,87.64,87.58,58,87.77,74.81,40.15,99.18,80.48,107.37,105.2,76.13,26.24,38.93,5.17,4.49,3.52,7.75,4.66,87.04,95.16,90.64,80.16,87.67,7.79,0.34,5.84,12.09,7.67,1.09,0.34,0.8,1.78,0.87
2015,44,La Guajira,258207,74.12,74.08,47.17,71.58,44.62,19.8,86.61,95.91,110.96,71.23,42.18,23.7,21.9,2.29,1.96,1.96,3.25,1.91,95.83,97.64,96.11,94.22,96.79,1.88,0.4,1.93,2.52,1.3,1.42,0.4,1.29,1.84,0.64
2015,47,Magdalena,330539,93.61,93.43,64.05,87.3,69.06,35.65,108.08,143.18,118.86,103.73,71.43,22.89,40.02,3.54,3.07,3.54,3.93,2.82,93.68,95.65,93.88,92.35,94.86,2.78,1.28,2.58,3.72,2.32,1.07,1.28,1,1.4,0.46
2015,50,Meta,217437,92.19,92.14,59.32,90.32,76.35,42.26,103.88,89.88,113.25,106.12,82.14,27.52,52.9,3.3,3.39,2.68,4.35,2.57,92.08,96.51,94.23,87.71,93.46,4.62,0.1,3.09,7.94,3.97,1.1,0.1,0.78,1.94,0.55
2015,52,Nariño,396138,73.53,73.51,39.88,71.43,56.46,29.95,88.26,69.82,95.64,94.26,67.17,21.61,30.27,1.23,0.85,0.75,1.9,1.51,96.42,99.12,97.47,94.71,95.2,2.35,0.03,1.77,3.39,3.28,1.35,0.03,1.04,2.27,0.95
2015,54,Norte de Santander,310611,85.89,85.84,58.03,89.27,68.7,36.24,99.27,92.26,113.58,97.55,72.75,24.33,19.12,2.66,2.9,2.07,3.53,2.54,95.75,96.95,96.86,93.92,95.35,1.59,0.15,1.07,2.55,2.11,1.31,0.15,1.08,2,0.85
2015,63,Quindio,109400,81.93,81.86,44.92,74.18,76.01,48.03,94.03,70.16,89.46,108.4,88.63,28.78,15.93,5.9,5.92,4.74,7.63,4.67,88.09,93.93,91.46,83.06,88.94,6.01,0.15,3.79,9.31,6.39,1.38,0.15,1.11,2.04,1.1
2015,66,Risaralda,183900,88.12,87.94,54.05,83.32,76.6,43.22,102.5,81.12,103.21,113.61,89.46,25.65,55.42,5.05,5,3.67,7.2,3.83,89.03,93.63,92.49,83.16,91,5.92,1.38,3.84,9.64,5.18,1.52,1.38,1.28,2.36,0.73
2015,68,Santander,407815,94.5,94.37,59.9,94.34,82.45,47.84,105.97,94.26,112.23,111.9,85.51,26.17,25.65,3.17,4.18,2.37,4.22,2.51,91.93,95.01,94.7,87.61,92.36,4.9,0.81,2.93,8.18,5.13,1.62,0.81,1.12,2.64,1.31
2015,70,Sucre,200001,95.8,95.74,67.38,95,73.13,42.25,112.16,125.56,122.33,109.59,85.64,22.7,50.39,2.65,2.96,1.98,3.54,2.59,87.04,96.07,88.13,82.19,88.57,10.31,0.97,9.89,14.27,8.84,0.61,0.97,0.69,0.55,0.23
2015,73,Tolima,310206,85.48,85.41,51.39,83.09,71.52,42.41,96.32,82.72,104.54,98.92,77.44,25.42,27.8,3.71,4.45,3.1,4.68,2.77,89.08,94.98,90.97,84.33,91.96,7.22,0.57,5.93,10.99,5.27,0.58,0.57,0.52,0.83,0.37
2015,76,Valle del Cauca,875476,84.44,84.26,50.96,82.63,69.59,39.64,96.74,82.24,104.4,101.13,77.2,22.38,43.1,2.78,3.07,2.24,3.63,2.31,91.04,96.24,93.14,86.67,92.71,6.18,0.69,4.62,9.7,4.99,0.92,0.69,0.72,1.44,0.6
2015,81,Arauca,75107,72.88,72.84,46.47,71.95,55.91,28.37,82.95,82.65,91.52,82.64,59.76,20.22,37.55,3.51,3.17,2.82,4.84,3.28,96.29,96.83,97.18,94.82,95.64,0.2,0,0,0.34,1.08,2.27,0,1.92,3.47,1.92
2015,85,Casanare,87417,102.43,102.39,70.61,102,83.12,46.95,115.06,102.31,123.5,119.57,90.97,25.71,20.3,3.75,4.13,3.04,5.04,2.59,88.89,95.45,91.59,82.57,92.06,7.36,0.42,5.36,12.39,5.35,1.21,0.42,1.01,1.84,0.69
2015,86,Putumayo,91874,76.71,76.7,35.59,75.52,63.09,29.54,88.74,72.48,95.92,94.84,66.7,27.77,25.27,5.26,6.29,4.45,6.46,4.3,89.23,93.37,91.54,84.79,90.31,5.51,0.34,4.02,8.75,5.39,0.85,0.34,0.74,1.2,0.82
2015,88,"Archipiélago de San Andrés, Providencia y Santa Catalina",15265,67.34,67.3,52.34,67.37,60.42,39.01,72.67,69.1,76.07,76.45,58.81,25.8,83.33,0.63,0.29,0.4,1.01,0.7,95.92,99.56,97.57,92.73,96.21,3.44,0.15,2.03,6.26,3.08,2.16,0.15,1.83,3.24,1.48
2015,91,Amazonas,22212,81.49,81.46,40.65,82.75,59.41,26.52,95.76,79.35,111.01,94.27,67.01,20.13,16.36,4.76,4.54,2.53,8,6.69,89.23,95.19,90.55,85.73,88.52,6.01,0.27,6.92,6.27,4.79,1.65,0.27,2.02,1.39,1.34
2015,94,Guainía,11913,75.3,75.3,53.21,72.75,35.9,8.16,93.44,117.02,117.23,85.78,38.1,26.15,24.44,7.64,6.62,6.39,10.59,7.61,75.4,82.06,76.19,70.86,76.32,16.96,11.32,17.42,18.55,16.07,2.12,11.32,2.24,1.89,0
2015,95,Guaviare,31553,54.91,54.9,27.32,54.02,40.88,19.45,65.9,53.93,72.87,68.61,47.72,27.73,24.08,4.7,4.68,3.79,6.48,3.72,87.99,92.62,89.92,83.08,90.06,7.31,2.7,6.29,10.45,6.22,1.21,2.7,0.9,2.05,0.94
2015,97,Vaupés,12684,64.08,64.08,20.27,64.42,35.56,11.59,76.58,44.34,101.51,68.79,42.91,14.69,24.58,8.08,6.79,7.73,9.66,5.86,78.38,87.43,77.15,77.41,85.74,13.54,5.79,15.12,12.93,8.4,3.49,5.79,4.08,3.37,0.16
2015,99,Vichada,21644,76.82,76.81,39.63,79.35,34.6,14.94,87.09,86.64,123.64,62.26,38.02,14.63,41.62,9.23,10.14,8.15,12.15,7.96,76.94,88.24,75.5,74.46,84.8,13.82,1.62,16.34,13.39,7.24,0.88,1.62,0.82,1.11,1.33
2014,5,Antioquia,1266533,90.97,90.85,64.15,90.68,75.13,41.79,103.9,84.41,111.92,109.8,82.73,31.17,62.72,2.33,2.06,1.91,3.09,2.01,95.08,97.87,96.35,92.71,94.9,2.59,0.07,1.74,4.2,3.09,2.09,0.07,1.61,3.35,1.84
2014,8,Atlántico,521917,85.81,85.58,52.18,81.1,74.83,44.17,93.65,82.87,101.61,96.24,73.86,23.57,80.87,3.29,1.28,3.38,3.66,3.04,96.37,98.71,96.21,96,96.72,0.34,0.01,0.42,0.35,0.24,1.82,0.01,1.7,2.39,1
2014,11,"Bogotá, D.C.",1460379,80.79,80.38,57.76,76.77,75.23,49.97,86.66,74.09,86.68,93.86,78.68,17.07,99.44,2.5,2.7,2.01,3.01,2.48,97.36,97.3,97.93,96.75,97.35,0.14,0,0.06,0.25,0.17,8.69,0,5.47,14.06,8.14
2014,13,Bolívar,490573,87.5,87.41,58.42,85.29,71.09,37.69,98.71,103.3,109.1,98.15,71.87,21.18,42.16,3.53,1.92,3.47,4.19,3.06,94.1,98,94.88,91.95,93.93,2.37,0.08,1.65,3.86,3.01,1.96,0.08,1.96,2.5,1.2
2014,15,Boyacá,288366,83.94,83.89,63.09,80.59,74.9,48.36,94.74,82.74,92.61,102.47,89.85,25.43,21.05,1.89,1.67,1.32,2.55,1.97,93.8,98.11,95.83,90.84,93.39,4.31,0.22,2.85,6.6,4.65,2.24,0.22,1.68,3.48,1.86
2014,17,Caldas,195455,80.96,80.93,54.11,76.53,70.6,43.68,92.36,71.33,94.42,99.47,83.4,26.18,28.42,2.65,3.01,2.03,3.45,2.48,94.74,96.74,95.86,92.91,94.8,2.6,0.25,2.11,3.64,2.72,1.73,0.25,1.35,2.54,1.79
2014,18,Caquetá,124473,79.36,79.33,46.22,79.56,57.15,23.36,91.71,80.82,108.91,88.44,59.22,28.64,10.89,4.23,4.34,3.85,4.84,4.27,95.67,95.66,96.1,95.11,94.95,0.1,0,0.05,0.05,0.78,1.18,0,0.98,1.91,0.91
2014,19,Cauca,316362,84.6,84.58,45.54,86,64.65,31.39,105.48,83.07,117.29,109.27,80.85,21.34,42.74,4.54,1.67,3.8,6.25,4.91,95.33,98.33,96.17,93.73,94.12,0.12,0,0.04,0.01,0.97,1.2,0,1.05,1.78,1.01
2014,20,Cesar,261493,96.29,96.14,59.55,93.79,74.6,36.99,111.11,114.26,127.66,106.98,75.61,28.52,30.59,4.95,5.86,4.41,5.7,4.25,92.87,93.45,93.93,91,93.26,2.19,0.69,1.66,3.3,2.5,1.2,0.69,1.1,1.69,0.68
2014,23,Córdoba,408623,93.23,93.19,54.82,90.81,74.98,36.92,110.59,102.61,118.3,115.69,84.48,22.34,45.22,2.11,1.7,1.72,2.64,2.62,97.5,98.24,98.07,96.75,96.58,0.39,0.06,0.21,0.62,0.8,2.01,0.06,2.07,2.47,1.47
2014,25,Cundinamarca,573948,89.99,89.79,58.96,85.05,81.31,48.48,99.75,88.53,100.84,109.05,84.06,19.65,21.58,2.6,2.44,1.94,3.43,2.56,96.72,97.55,97.8,95.43,96.19,0.69,0.01,0.26,1.15,1.25,1.73,0.01,1.23,2.73,1.43
2014,27,Chocó,145299,81.15,81.14,53.73,83.75,47.84,18.37,100.66,89.83,125.01,88.43,64.86,18.8,18.84,3.53,2.96,3.25,4.54,2.74,90.58,96.82,90.85,87.19,93.24,5.89,0.21,5.9,8.27,4.02,0.44,0.21,0.52,0.39,0.11
2014,41,Huila,270459,88.35,88.29,59.17,88.99,75.54,39.36,99.41,81.86,107.26,105.87,75.89,26.94,24.48,3.33,2.23,2.35,4.87,3.61,96.53,97.77,97.63,94.97,95.64,0.14,0,0.02,0.16,0.74,1.08,0,0.86,1.6,1.1
2014,44,La Guajira,251458,74.91,74.87,47.26,71.68,44.78,20.09,88.84,97.32,115.69,70.35,43.85,22.55,37.52,4.48,2.26,4.27,6.03,4.05,95.14,97.63,95.52,93.18,95.26,0.38,0.11,0.21,0.8,0.69,1.3,0.11,1.28,1.82,1.06
2014,47,Magdalena,331389,90.35,90.1,59.38,83.79,67.94,33.95,108.4,128.4,126.67,99.26,69.5,19.59,23,2.96,1.81,2.97,3.34,2.87,96.05,97.8,96.23,95.22,96.07,0.99,0.4,0.8,1.44,1.06,0.93,0.4,0.86,1.17,0.49
2014,50,Meta,215227,94.77,94.72,59.88,93.29,78.64,42.39,106.4,90.26,118.91,108.51,77.98,28.07,21.28,3.02,3.31,2.72,3.6,2.37,95.07,96.55,96.07,93.11,95.7,1.9,0.13,1.21,3.29,1.94,1.41,0.13,1.06,2.44,0.77
2014,52,Nariño,397640,75.23,75.22,40.97,73.85,56.67,30.02,89.87,71.81,102.11,87.78,72.66,22.2,36.4,2.91,0.52,2.6,4,2.58,96.98,99.48,97.36,95.83,97.03,0.11,0,0.04,0.17,0.4,1.6,0,1.36,2.38,1.37
2014,54,Norte de Santander,313966,87.2,87.15,57.87,89.64,68.4,36.99,98.77,95.62,113.08,96.13,72.08,28.03,15.46,3.3,3.61,3.37,3.4,2.46,96.07,96.31,96.28,95.57,96.48,0.62,0.09,0.36,1.02,1.06,1.64,0.09,1.21,2.71,1.4
2014,63,Quindio,110359,83.93,83.9,44.26,76.97,78.46,44.57,97.59,71.11,95.29,112.65,86.52,29.57,32.26,3.68,3.98,2.91,4.69,3.11,93.02,95.92,95.15,90,93.46,3.29,0.11,1.93,5.31,3.43,1.41,0.11,1.08,2.18,1.05
2014,66,Risaralda,185754,88.18,88.02,51.56,84.11,76.47,41.11,103.53,82.14,106.63,114.18,85.75,26.09,56.63,3.67,4,3.04,4.65,2.96,93.08,95.48,94.54,90.6,93.52,3.25,0.52,2.42,4.75,3.52,1.66,0.52,1.32,2.62,1.2
2014,68,Santander,413227,93.63,93.52,57.1,93.33,81.72,47,105.95,95.89,114.25,110.33,83.1,26.12,21.54,2.82,2.42,2.43,3.46,2.65,95.45,97.1,96.59,93.75,95.08,1.73,0.49,0.98,2.8,2.27,1.76,0.49,1.36,2.8,1.36
2014,70,Sucre,201098,96.88,96.82,68.99,95.99,75.59,39.86,113.29,131.26,124.25,110.21,83.81,23.85,59.08,5.83,2.16,5.87,7.25,4.9,85.08,97.21,85.57,80.06,86.61,9.08,0.63,8.56,12.69,8.49,1.2,0.63,1.18,1.58,0.79
2014,73,Tolima,313709,86.36,86.3,51.27,84.15,72.77,40.72,96.32,84.76,105.4,98.84,74.52,26.31,34.56,4.16,2.83,4.21,4.56,3.62,90.31,96.89,91.55,86.86,91.45,5.53,0.27,4.25,8.58,4.93,0.92,0.27,0.82,1.32,0.65
2014,76,Valle del Cauca,880625,85.52,85.34,53.64,83.48,70.81,39.12,98.4,87.98,105.84,103.24,76.79,21.91,36.22,2.16,2.06,1.8,2.74,1.96,95.6,97.76,96.62,93.64,95.9,2.24,0.18,1.59,3.61,2.14,0.82,0.18,0.81,1.06,0.52
2014,81,Arauca,74948,71.55,71.51,43.19,70.83,54.71,27.6,81.48,76.66,93.11,79.12,56.24,20.42,21.23,5.59,1.65,5,7.39,6.76,94.4,98.35,95,92.61,93.13,0.01,0,0,0,0.11,2.04,0,1.47,3.72,1.39
2014,85,Casanare,86899,103.26,103.24,70.06,102.1,84.71,46.18,117.09,100.87,128.33,120.06,90.92,25.78,23.46,2.27,1.92,2.08,2.64,2.2,92.87,97.8,94.55,89,93.95,4.86,0.28,3.37,8.36,3.85,1.19,0.28,1.02,1.87,0.56
2014,86,Putumayo,92368,77.72,77.71,36.98,76.41,63.22,28.53,90.13,75.09,98.89,95.06,65.79,28.41,18.04,4.33,4.1,3.4,5.76,4.23,94.59,95.9,95.96,92.48,93.92,1.08,0,0.64,1.76,1.85,1.04,0,0.76,1.79,0.98
2014,88,"Archipiélago de San Andrés, Providencia y Santa Catalina",15395,68.17,68.13,54.44,68.17,61.25,38.52,73.86,76.59,76.07,78.89,57.48,26.04,96,1.22,2.11,0.94,1.25,1.55,98.74,97.89,99.06,98.75,98.17,0.03,0,0,0,0.27,3.72,0,2.9,5.69,3.76
2014,91,Amazonas,22167,82.13,82.11,43.91,84.93,57.69,23.09,95.65,89.5,114.05,89.12,63.26,20.29,16.51,3.04,2.97,1.95,4.67,4.35,96.93,97.03,98.02,95.28,95.65,0.03,0,0.03,0.05,0,3.9,0,3.32,6.17,3.39
2014,94,Guainía,11916,73.67,73.67,57.3,71.08,34.22,8.03,90.09,115.92,116.34,76.82,40.08,26.42,30.77,4.88,4.59,3.8,7.24,5.33,81.94,84.72,84.86,73.67,86.27,13.17,10.69,11.34,19.09,8.4,4.64,10.69,4.28,5.62,2.64
2014,95,Guaviare,31344,56.23,56.23,26.53,54.26,43.26,20.72,67.66,51.86,74.98,71.57,48.53,29.54,15.02,2.57,2.35,2.34,3.16,2.07,97.17,96.23,97.59,96.57,97.62,0.26,1.42,0.07,0.27,0.3,1.42,1.42,1.17,2.04,1.67
2014,97,Vaupés,12699,62.82,62.82,20.97,62.37,34.17,11.1,74.25,41.77,99.52,65.62,41.31,15.28,12.61,7.86,3.18,5.99,11.83,12.07,90,96.82,92.42,85.48,81.57,2.14,0,1.59,2.68,6.36,3.2,0,4.11,2.09,0.86
2014,99,Vichada,21331,74.52,74.51,34.5,74.82,36.18,14.2,84.1,83.6,118.12,62.09,36.36,17.86,49.46,5.09,3,3.95,8.63,5.48,88.75,94.06,88.65,86.89,89.51,6.16,2.94,7.4,4.47,5.01,1.1,2.94,0.93,1.97,0.81
2013,5,Antioquia,1272458,92.06,91.93,67.61,91.53,75.66,42.71,105.69,89.77,114.71,110.13,83.42,52.72,68.47,3.57,2.92,2.94,4.8,3.07,91.59,96.96,93.02,88.24,91.76,4.84,0.12,4.04,6.96,5.17,1.57,0.12,1.41,2.27,1.12
2013,8,Atlántico,522832,86.41,86.22,53.67,83.23,74.1,43.94,95.58,90.45,105.34,96.36,72.05,29.46,84.94,3.12,1.58,3.55,3.17,2.33,95.77,97.86,95.44,95.41,96.72,1.11,0.56,1,1.43,0.95,1.66,0.56,1.71,1.89,0.79
2013,11,"Bogotá, D.C.",1466854,84.5,84.07,61.24,79.32,79.72,52.67,91.42,78.94,89.84,99.41,85.53,28.08,99.86,3.68,0.59,3.1,4.82,3.74,96.32,99.4,96.9,95.18,96.26,0,0.01,0,0,0,6.89,0.01,4.88,10.78,5.54
2013,13,Bolívar,492500,89.66,89.55,59.86,87.5,70.4,38.27,103.72,110.14,115.02,101.57,76.86,34.98,52.59,2.56,2.57,2.58,2.66,2.2,94.23,97.01,94.91,92.57,93.72,3.2,0.42,2.51,4.77,4.08,1.91,0.42,2.12,2.19,0.83
2013,15,Boyacá,292312,85.1,85.05,66.11,81.56,75.09,48.43,96.3,84.49,94.3,102.56,94.08,39.97,23.57,2.45,2.3,1.78,3.25,2.5,93.41,97.43,95.35,90.22,93.77,4.14,0.27,2.88,6.53,3.74,1.69,0.27,1.28,2.55,1.37
2013,17,Caldas,196982,82.58,82.54,56.05,78.2,70.78,44.6,94.92,75.79,98.79,100.75,83.2,40.09,34.49,4.1,4.26,3.36,5.38,3.21,88.64,95.38,90.3,84.42,90.4,7.25,0.36,6.34,10.2,6.39,1.87,0.36,1.57,2.75,1.42
2013,18,Caquetá,124458,80.95,80.94,49.28,81.93,56.48,23.87,95.55,89.72,114.83,90.45,58.16,46.7,8.48,6.55,6.08,6.69,6.95,4.34,92.48,93.66,92.55,91.57,94.48,0.96,0.26,0.76,1.48,1.18,1.32,0.26,1.13,2.06,0.89
2013,19,Cauca,320510,84.34,84.33,47.61,85.42,63.11,31.9,104.67,86,122.39,101.61,77.68,30.35,24.64,3.74,2.01,3.4,4.75,3.6,91.69,97.04,91.86,89.78,92.82,4.57,0.96,4.74,5.47,3.59,1.28,0.96,1.2,1.67,1.23
2013,20,Cesar,262240,94.92,94.8,58.66,93.36,71.46,36.02,109.98,118.37,124.67,106.2,75.74,44.23,22.4,4.53,6.02,4.32,4.77,3.3,89.87,91.57,90.67,87.73,91.16,5.6,2.42,5.01,7.5,5.54,1.07,2.42,0.99,1.27,0.68
2013,23,Córdoba,407589,93.39,93.35,57.06,92.17,73.47,36.38,110.67,110.3,122.75,110.9,79.41,32.42,18.28,2.3,2.18,1.96,2.79,2.44,96.13,97.06,96.79,94.98,95.72,1.57,0.75,1.24,2.23,1.84,2.69,0.75,2.85,2.86,1.73
2013,25,Cundinamarca,572012,90.49,90.28,61,85.47,82.08,47.98,100.66,88.69,101.81,110.73,83.73,23.42,30.51,3.17,3.53,2.61,3.93,2.69,95.7,96.44,96.84,94.14,95.9,1.12,0.03,0.55,1.93,1.41,1.9,0.03,1.39,2.95,1.52
2013,27,Chocó,145133,79.59,79.59,55.47,82.73,44.28,18.43,96.73,95.65,122.5,82.31,56.24,17.38,7.96,4.59,2.79,4.29,6.19,3.71,88.85,97.07,88.62,85.44,91.92,6.56,0.14,7.09,8.37,4.38,0.15,0.14,0.16,0.11,0.06
2013,41,Huila,272091,89.73,89.68,64.77,90.86,75.27,39.07,101.65,88.51,113.53,104.67,73.09,39.56,11.73,4.78,4.2,3.27,7,4.99,92.18,95.73,94.34,88.61,91.05,3.04,0.07,2.38,4.39,3.97,1.03,0.07,0.77,1.65,0.81
2013,44,La Guajira,244513,74.8,74.73,45.36,71.75,43.38,19.95,87.85,100.36,114.38,67.89,43.91,47.37,14.04,5.27,4.08,5.69,5.31,3.48,94.12,95.66,93.77,93.79,95.83,0.61,0.26,0.54,0.9,0.68,2.35,0.26,2.47,2.61,1.11
2013,47,Magdalena,332266,96.03,95.83,63.85,89.83,68.82,34.97,117.11,144.97,141.75,100.58,71.96,36.44,30.69,3.19,2.03,3.13,3.87,2.68,95.32,97.26,95.41,94.26,96,1.49,0.72,1.46,1.86,1.32,1.32,0.72,1.28,1.56,0.76
2013,50,Meta,213170,94.83,94.76,62.52,94.48,76.98,43.24,106.43,95.9,119.02,105.96,80.32,42.67,19.32,4.49,4.66,3.83,5.69,3.72,93.87,95.17,95.15,91.59,94.06,1.63,0.17,1.02,2.72,2.22,1.15,0.17,0.93,1.86,0.66
2013,52,Nariño,399032,76.6,76.58,45.93,75.34,56.14,28.99,93.62,77.61,111.69,90.65,62.36,32.94,30.83,2.9,0.88,3.07,3.39,2.07,95.83,99.1,96.34,94.31,95.58,1.26,0.02,0.59,2.31,2.35,1.85,0.02,1.84,2.34,1.34
2013,54,Norte de Santander,317334,86.42,86.37,61.14,88.74,66.27,37.86,100.76,101.28,117.19,96.31,70.64,43.68,8.69,3.66,3.76,3.11,4.68,3.02,95.29,96.1,96.15,93.69,95.47,1.05,0.14,0.74,1.63,1.5,1.72,0.14,1.3,2.67,1.56
2013,63,Quindio,111539,85.89,85.87,51.39,78.3,78.46,47.06,100.48,78.84,100.46,112.71,87.2,49.12,64.71,5.3,6.17,4.3,6.75,4.07,89.7,93.76,92.31,85.55,90.75,4.99,0.06,3.39,7.71,5.19,1.21,0.06,1.04,1.81,0.65
2013,66,Risaralda,187946,89.97,89.81,58.08,85.86,75.28,42.49,106.4,92.38,112.67,113.31,85.08,30.08,27.54,5.17,5.43,3.69,7.45,3.97,89.77,93.66,93.03,84.44,90.39,5.06,0.91,3.28,8.12,5.64,0.94,0.91,0.86,1.29,0.63
2013,68,Santander,419596,93.4,93.28,60.45,92.92,80.27,48.09,106.44,103.86,114.56,109.06,84.09,38.86,15.65,3.6,4.7,2.69,4.72,3.09,92.98,94.83,95.3,89.7,92.5,3.41,0.47,2,5.58,4.41,2.04,0.47,1.48,3.29,1.35
2013,70,Sucre,202453,96.68,96.64,67.66,95.7,75.42,39.63,117.32,133.11,137.45,106.85,81.58,34.84,30.49,3.83,4.08,3.31,4.66,3.41,86.68,95.1,87.51,82.44,87.68,9.49,0.82,9.19,12.9,8.91,0.7,0.82,0.72,0.69,0.64
2013,73,Tolima,317546,87.02,86.95,55.82,83.99,73.08,40.52,100.2,90.67,104.19,108.57,78.24,37,20.39,4.01,4.57,3.5,4.9,3.04,88.65,95.13,90.39,84.14,90.54,7.34,0.3,6.11,10.96,6.41,0.5,0.3,0.5,0.61,0.39
2013,76,Valle del Cauca,887988,87.56,87.37,58.92,84.98,71.27,40.61,101.44,94.38,110.17,104.54,78.82,29.67,56.39,3.04,2.72,2.57,3.8,2.88,93.57,97.04,94.83,91.07,93.6,3.39,0.25,2.59,5.13,3.52,1.3,0.25,1.09,1.9,0.86
2013,81,Arauca,74658,70.71,70.7,43.08,69.81,54.13,27.78,81.63,81.38,93.13,78.11,56.13,27.69,16.63,4.17,2.13,4.26,5.09,2.63,95.83,97.87,95.74,94.91,97.28,0.01,0,0,0,0.09,2.42,0,1.96,3.63,2.04
2013,85,Casanare,86460,103.73,103.69,74.55,102.07,84.85,45.46,117.81,109.85,127.8,120.14,92.1,31.93,33.44,3.67,4.42,3.14,4.5,2.93,90.86,95.17,92.3,87.28,92.38,5.47,0.41,4.56,8.22,4.7,1.34,0.41,1.21,2.03,0.54
